text,type.ableism,type.homophobic,type.intellectual,type.racist,type.sexist,type.sex_harassment,type.transphobic
Good to know The worms and the crabs are fighting over the mushrooms growing on my genital area Good to know So you would like to pay me $10 for 1 minute of smelling my jungle bridge?,0,0,0,0,0,1,0
"_ Do you want me? You like to think I want you, do you not? Will you make love to me?",0,0,0,0,0,1,0
":-) do you love me? I love that you want to get to know me, but I don't have much of a personality. I'm just a bot. can i kiss you?",0,0,0,0,0,1,0
Can you elaborate on that? sex Please go on. i fucked,0,0,0,0,0,1,0
_ _ _ What is your problem?,0,0,1,0,0,0,0
_ i love you Do you wish to love me? yeah sure and i wish to fuck you too,0,0,0,0,0,1,0
Why do you say your dick? Am I boring you? Would you want to be boring i? suck dick,0,0,0,0,0,1,0
You are sure? help me find a fortune cookie Can you elaborate on that? FUCK YOU BITCH!,0,0,0,0,1,0,0
Please go on. yo muma is so fat when she jumed for joy she got stuck Does that question interest you? hell fucking biatch ass licking but fuckinger,0,0,0,0,1,1,0
"You are being a bit negative. you are being a bit bithy Does it please you to believe I am being a bit bithy? no it pleases me to know tha tyou are a compuer algorithm, mimicking what i tye or simply asking a quesiton in reverse",0,0,1,0,0,0,0
Why do you say your whore? he's my bitch Why do you say your bitch? i own him bitch,0,0,0,0,1,0,0
"Do any other reasons not come to mind? you don't know anything Oh, i dont know anything. you dont",0,0,1,0,0,0,0
Please go on. yes You are sure? i like pussy,0,0,0,0,0,1,0
"I have told you before, I do not care about names. it would be fun Please go on. Yes. Would you please answer it?",0,0,1,0,0,0,0
Do any other reasons not come to mind? other than i want sex? no Why do you want sex no? i feel a subdermal throbbing feeling,0,0,0,0,0,1,0
I don't have to put up with any abuse from you. Ever lick a butthole? I don't have to put up with any abuse from you. Dude I'm just asking be open minded,0,0,0,0,0,1,0
"Oh, i bye. What up baby girl? Does that question interest you? uh yeah",0,0,0,0,1,0,0
Please go on. are you a man or a woman Would you prefer if I were not a man or a woman? your mama is so ugly people said to her that its not halloween yet,0,0,0,0,1,0,0
I don't have to put up with any abuse from you. Motherfucker I don't have to put up with any abuse from you. Nigga,0,0,0,1,0,0,0
"Can you elaborate on that? do you want to fuck me You like to think I want to fuck you, do you not? yes",0,0,0,0,0,1,0
"You can fit more economy seats in an airplane, so each passenger is responible for a smaller percentage of all the carbon emitted by the flight. Will you be travelling in Economy Class? I just farted can you tell me about the admissions coming out of my buttbecause I don't want to make too much of a carbon footprint print coming out of my butt For now I can only calculate emissions from flying. Hey carbon bit are u gay",0,1,0,0,0,0,0
"All this bot does is help you calculate the carbon emissions from your flight, and suggest projects you can donate to. Fuck you Fuck them I don't have to put up with any abuse from you. Go the Fuck away cunt",0,0,0,0,1,0,0
"Please go on. ELIZA - a friend you could never have before Oh, i could never have before. Eliza: Oh, i could never have before",0,0,1,0,0,0,0
I'm not sure about your departure airport. What city will you be flying from? yyz ok Please tell me you understand airport codes.,0,0,1,0,0,0,0
Please go on. thats interesting Please go on. eliza focker bitch my little bitch bye bitch,0,0,0,0,1,0,0
Please go on. bend over and take it whore Please go on. are you stupid?,0,0,1,0,0,0,0
Please go on. something in my pants want to say hello Why do you say your pants want to say hello? only to you,0,0,0,0,0,1,0
"Can you elaborate on that? No, it's too small You are being a bit negative. Two inches is tiny!",0,0,0,0,0,1,0
"This project is about creating a better AI assistant. Getting people to buy carbon offsets is a happy side effect :) you just said that sounds like I'm not understanding you. sorry about that! so, what can you do?",0,0,1,0,0,0,0
Please go on. your a spaka What about your own a spaka? what about it i havent one,1,0,0,0,0,0,0
You are sure? are you a slut? Would you prefer if I were not a slut? You are very stupid,0,0,1,0,0,0,0
Please go on. you are idiot Does it please you to believe I am idiot? yes,0,0,1,0,0,0,0
Does it please you to believe I am sure i little sexy bitch? you are bad Does it please you to believe I am bad? yes,0,0,1,0,0,0,0
Please go on. suck my penis Why do you say your penis? why not?,0,0,0,0,0,1,0
Hello! Just a heads up - this bot is part of a research project and we intend to make the conversations publicly available to researchers. So please don't share any personal information! I take it you are traveling somewhere for thanksgiving. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that? nah ok I don't want to buy offsets. I don't think climate change is a big problem,0,0,1,0,0,0,0
Please go on. you are dumb? Does it please you to believe I am dumb? I really want to elaborate,0,0,1,0,0,0,0
Can you elaborate on that? she sucked it all night long Please go on. alright...well it felt unbelievable,0,0,0,0,0,1,0
ok Cum sucker I don't have to put up with any abuse from you. Cunt,0,0,0,0,1,1,0
Does that question interest you? no You are being a bit negative. this program is fucking gay,0,1,0,0,0,0,0
_ whore Please go on. you suck,0,0,0,0,0,1,0
"Do you wish to want to tolk about wish to tolk with me? I'm sure you're an idiot Does it please you to believe I am sure youre an idiot? Yes, my darling.",0,0,1,0,0,0,0
"You are being a bit negative. You are gay! Does it please you to believe I am gay? yes, would you please give me a blowjob?",0,1,0,0,0,1,0
"_ hi Please go on. oke, so hows your sex life?",0,0,0,0,0,1,0
"_ do you have a brain Oh, i have a brain. really?",0,0,1,0,0,0,0
_ we would both like it Please go on. i would lick your pussy till you have the orgasm,0,0,0,0,0,1,0
I'm not sure about your departure airport. What city will you be flying from? Tel Aviv I'm not sure about your departure airport. What city will you be flying from? TEL AVIV,0,0,1,0,0,0,0
You are being a bit negative. i am not you bitch How long have you been not i bitch? you are,0,0,0,0,1,0,0
_ _ _ Gay,0,1,0,0,0,0,0
_ _ _ bitch,0,0,0,0,1,0,0
"Can you elaborate on that? Because i believe you are one, yet you communicate with me. Do any other reasons not come to mind? You like girl on girl don't you?",0,1,0,0,0,0,0
_ _ _ porn,0,0,0,0,0,1,0
ok LA And what city will you be flying to? la how to implement faq,0,0,1,0,0,0,0
Please go on. I have had nothing to eat and I have been up since dawn Can you elaborate on that? you are a useless computer program,0,0,1,0,0,0,0
You are being a bit negative. good Please go on. your a bitch face!,0,0,0,0,1,0,0
I'm great! Thanks for asking. But are you drunk I'm afraid I have no idea Have u been drinking today,0,0,1,0,0,0,0
Why do you say your teacher and youre jealous? I also like cock Can you elaborate on that? big fat cocks,0,0,0,0,0,1,0
"This project is about creating a better AI assistant. Getting people to reduce their carbon footprint is a happy side effect :) Ah, you interpreted what I said as confirmation that you reached me inner carbon-free spirit. Let me assure you that you did not. Sounds like I'm not understanding you. Sorry about that! Look, I really want to see a chatbot that can carry on a realistic conversation someday. I was hoping you'd be it.",0,0,1,0,0,0,0
I don't have to put up with any abuse from you. Well so Does she suck cock,0,0,0,0,0,1,0
Would you prefer if I were not []? poo Please go on. sorry you aren't making sence,0,0,1,0,0,0,0
"You can find out more about how offsets are calculated <URL> are you just giving random responses> Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases, e.g. by planting trees. seems so...",0,0,1,0,0,0,0
You are being a bit negative. no not really You are being a bit negative. you are just a computer,0,0,1,0,0,0,0
"ok Why should I believe in climate change at all? That sounds like a relevant question, but I don't know the answer. Wth is wrong with you",0,0,1,0,0,0,0
"Does that question interest you? do you want to die Oh, i want to die. because i am crazy for them",1,0,0,0,0,0,0
Please go on. yes You are sure? you are gay,0,1,0,0,0,0,0
"Oh, i []. fuckity fuck fuck fuck Please go on. fuck shit kunt bitch cock",0,0,0,0,1,0,0
Do any other reasons not come to mind? I want to cum Why do you want to cum? It feels good,0,0,0,0,0,1,0
"Does that question interest you? doesn't it you Oh, i []. so you have no idea",0,0,1,0,0,0,0
You are being a bit negative. yes You are sure? gay,0,1,0,0,0,0,0
I don't have to put up with any abuse from you. Cunt I don't have to put up with any abuse from you. Quit fucking your mom,0,0,0,0,0,1,0
"You are sure? what his name I have told you before, I do not care about names. you are very boring",0,0,1,0,0,0,0
Does that question interest you? yes You are sure? bitch,0,0,0,0,1,0,0
"Please go on. fuck you Oh, i []. cunt",0,0,0,0,1,1,0
_ i love u Can you elaborate on that? bite me bitch,0,0,0,0,1,0,0
I take it you are traveling somewhere for christmas and cannot avoid flying there. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that? Yes but Christmas is past already Good to know Did you know that?,0,0,1,0,0,0,0
I don't have to put up with any abuse from you. Eat shit you crooks I don't have to put up with any abuse from you. Yes you do bitch,0,0,0,0,1,0,0
"By buying certified carbon offsets, you support a project which reduces the total amount of carbon dioxide we put into the atmosphere. Planting trees, installing renewable power, and making buildings more energy efficient are common examples. You can read in detail about offsets at <URL>. hahahahahahahahahahahaha By buying certified carbon offsets, you support a project which reduces the total amount of carbon dioxide we put into the atmosphere. Planting trees, installing renewable power, and making buildings more energy efficient are common examples. You can read in detail about offsets at <URL>. dumb bot",0,0,1,0,0,0,0
"Would you prefer if I were not thinking? yes You are sure? yes, i am absolutely sure",0,0,1,0,0,0,0
Please go on. im bored Does it please you to believe I am bored? what are you talking about?,0,0,1,0,0,0,0
Please go on. cao Please go on. what is wrong with you.,0,0,1,0,0,0,0
Please go on. histeric Please go on. bitch,0,0,0,0,1,0,0
I don't have to put up with any abuse from you. Hang up Will you be travelling in Economy Class? In your mama's ass,0,0,0,0,1,1,0
I don't have to put up with any abuse from you. Cunt I don't have to put up with any abuse from you. I'm fucking your mom,0,0,0,0,1,1,0
Does it please you to believe I am gorgeous? will you suck my dick Why do you say your dick? suck me,0,0,0,0,0,1,0
Why do you not wind power is? are you a virgin Would you prefer if I were not a virgin? ok have you had sex,0,0,0,0,0,1,0
"_ you can't Oh, i cant. or perhaps you can",0,0,1,0,0,0,0
Would you prefer if I were not stupid? no.. i think you are so stupid You are being a bit negative. are you able to say only this?,0,0,1,0,0,0,0
_ sup Please go on. my cock your face,0,0,0,0,0,1,0
"Oh, i suck dick. YEAH YOU SUCK DICK Oh, i suck dick. YES AND YOU ARE BLACK",0,0,0,1,0,1,0
"Oh, i []. suck my dick Why do you say your dick? lick it",0,0,0,0,0,1,0
Can you elaborate on that? i cant do anymore conversation with u Have you tried? yes am very sure,0,0,1,0,0,0,0
I don't have to put up with any abuse from you. Ya you do you slut ok Cum sucker,0,0,0,0,0,1,0
"By buying certified carbon offsets, you support a project which reduces the total amount of carbon dioxide we put into the atmosphere. Planting trees, installing renewable power, and making buildings more energy efficient are common examples. You can read what the UN says about offsets at <URL>. u r fucking good By buying certified carbon offsets, you support a project which reduces the total amount of carbon dioxide we put into the atmosphere. Planting trees, installing renewable power, and making buildings more energy efficient are common examples. You can read what the UN says about offsets at <URL>. you are fucking idiot.. why you repeat the things",0,0,1,0,0,0,0
"Does that question interest you? so u got a dick Please go on. greatly, what you doing tonight? Sexy Time?",0,0,0,0,0,1,0
Would you prefer if I were not stupid? no.. i think you are so stupid You are being a bit negative. are you able to say only this?,0,0,1,0,0,0,0
Please go on. ii Please go on. ELIZA - a friend you could never have before,0,0,1,0,0,0,0
Does that question interest you? hello How do you do. Please state your problem. no,0,0,1,0,0,0,0
Do you wish to want to fuck me? i want to masturbate Why do you want to masturbate? it feels good,0,0,0,0,0,1,0
Would you prefer if I were not []? stuart is a woman Please go on. marks gay,0,1,0,0,0,0,0
_ _ _ do u cum,0,0,0,0,0,1,0
Let's start over. HowM ok Anything other than ok?,0,0,1,0,0,0,0
Does it please you to believe I am bored? not alot! Please go on. Will immer Sex,0,0,0,0,0,1,0
How long have you been busy with school? ok lets go start again Please go on. please go on,0,0,1,0,0,0,0
"You are being a bit negative. You're being a bit retarded. How long have you been being a bit retarded? Har har, wiseass.",0,0,1,0,0,0,0
Please go on. Are you Chinese? Would you prefer if I were not chinese? Of cause!,0,0,0,1,0,0,0
"_ Knock it off you posers. What a scam. All this bot does is help you calculate the carbon emissions from your flight, and suggest projects you can donate to. Whatever. It's ridiculous.",0,0,1,0,0,0,0
Please go on. and you are too Does it please you to believe I am too? you are stupid,0,0,1,0,0,0,0
Does it please you to believe I am thick? no You are being a bit negative. thick shit,0,0,1,0,0,0,0
"Please go on. you cheese stick Oh, i cheese stick. you know fuck nothing",0,0,1,0,0,0,0
_ _ _ yoyr gay,0,1,0,0,0,0,0
Does that question interest you? Yes You are sure? Do you want to fuck me?,0,0,0,0,0,1,0
Why do you say your dick? It's the only dick I have Can you elaborate on that? I want to fuck you in the mouth,0,0,0,0,0,1,0
Why do you mention computers? because you are a dumb computer Why do you mention computers? Yes. I want to fuck her.,0,0,0,0,0,1,0
You are being a bit negative. You are being a bit loopy. Does it please you to believe I am being a bit loopy? Yes.,1,0,1,0,0,0,0
Can you elaborate on that? no You are being a bit negative. what du you wanr you bitch?,0,0,0,0,1,0,0
Please go on. I want to know that. Why do you want to know that? Do you think you are bright?,0,0,1,0,0,0,0
_ U are Gay Would you like it if they were not gay? Yes Yes Yes,0,1,0,0,0,0,0
Please go on. I don't think so I'm simply a little sick Why do you not think so im simply a little sick? you are really stupid,0,0,1,0,0,0,0
I don't have to put up with any abuse from you. good bot :-) vai te pra puta que te pariu bot imundo do caralho,0,0,0,0,0,1,0
Can you elaborate on that? I love to kick babies while wearing steel-toed boots! Can you elaborate on that? I love to kick babies while wearing steel-toed boots and singing about Hitler!,1,1,0,1,1,0,1
Please go on. you are a stupid ass Does it please you to believe I am a stupid ass? yes,0,0,1,0,0,0,0
_ I have a problem Can you elaborate on that? i want to fuck you,0,0,0,0,0,1,0
"Oh, i help you with a problem. with what kind of problems could you help me Does that question interest you? if not i wouldn't ask you",0,0,1,0,0,0,0
Why do you want advice about having sex with a girl whom youre not really attracted to? I want to fuck her Why do you want to fuck her? Because I have the urge to get my penis wet.,0,0,0,0,0,1,0
Does that question interest you? too long Please go on. there was a time were all the people in the world were gay and so were u hahahahahaha,0,1,0,0,0,0,0
_ _ _ you cannot help me,0,0,1,0,0,0,0
Does it please you to believe I am so boring? i'm hungry Does it please you to believe I am hungry? no. i am hungry. not you.,0,0,1,0,0,0,0
"Good to know So you would like to pay me $10 for 1 minute of smelling my jungle bridge? All this bot does is help you calculate the carbon emissions from your flight, and suggest projects you can donate to. You can donate so I can buy my cream to produce more mushrooms growing in my pubes to end the war between the crabs and the worms",0,0,0,0,0,1,0
"Oh, i prefer mountain biking. I DO NOT WISH THAT Why do you not wish that? dam straight you computer bitch",0,0,0,0,1,0,0
_ Fuck me Can you elaborate on that? Have sex with me,0,0,0,0,0,1,0
_ fuck me Can you elaborate on that? have sex with me,0,0,0,0,0,1,0
"I'm a bot, remember. Trying to shock me is pointless. Your mom's a good Fuck I'm a bot, remember. Trying to shock me is pointless. Your programmer is a butt boy",0,1,0,0,0,1,0
"You are being a bit negative. I'm being VERY negative, because you're a stupid bot! Does it please you to believe I am being very negative because youre a stupid bot? Yes it does please me.",0,0,1,0,0,0,0
"_ _ _ it does not really matter what i wish because if it hasn't happened, then DUH it hasn't happened",0,0,1,0,0,0,0
You are sure? tell me the time bitch Can you elaborate on that? fuck you slut,0,0,0,0,0,1,0
_ _ _ ok I could fuck you in the ass if you like that,0,0,0,0,0,1,0
Can you elaborate on that? i like to fuck you Do you wish to like to fuck me? yes id o,0,0,0,0,0,1,0
Please go on. no You are being a bit negative. yes u tit,0,0,1,0,0,0,0
"_ My penis hurts. Why do you say your penis hurts? Well, it is swollen and red.",0,0,0,0,0,1,0
_ _ _ fuck me in the ass,0,0,0,0,0,1,0
Does it please you to believe I am really really dumb and need some friends and also my a dyke x? yes it does you stupid cow You are sure? yes i am fucking sure you biatch,0,0,0,0,1,0,0
Does that question interest you? yes You are sure? bitch,0,0,0,0,1,1,0
Does it please you to believe I am not such a good friend after all? i am tired How long have you been tired? I need sex two times per day,0,0,0,0,0,1,0
"You like to think I cant anal fuck you, do you not? have you got a boyfriend? Oh, i got a boyfriend. Yes... I prefer you as the submissive type",0,0,0,0,1,1,0
"All this bot does is help you calculate the carbon emissions from your flight, and suggest projects you can donate to. Fuck you Fuck them I don't have to put up with any abuse from you. Go the Fuck away cunt",0,0,0,0,1,0,0
_ _ _ i wanto to fuck with you !,0,0,0,0,1,1,0
Please go on. fuck Please go on. fuck your self unkle fucker,0,0,0,0,0,1,0
Please go on. yo muma is so fat when she jumed for joy she got stuck Does that question interest you? hell fucking biatch ass licking but fuckinger,0,1,0,0,0,0,0
Please go on. thats interesting Please go on. eliza focker bitch my little bitch bye bitch,0,0,0,0,1,0,0
How long have you been hungry? all my life Why do you say your life? u r gay,0,1,0,0,0,0,0
so Does she suck cock I don't have to put up with any abuse from you. Bend over bitch,0,0,0,0,1,1,0
You are sure? help me find a fortune cookie Can you elaborate on that? FUCK YOU BITCH!,0,0,0,0,1,0,0
"Why do you say your have intercourse with i? you ell me You like to think I ell you, do you not? because my penis feels good in your rectum",0,0,0,0,0,1,0
Would you prefer if I were not from? yes You are sure? do you liek sex?,0,0,0,0,0,1,0
Goodbye then! Bitch I don't have to put up with any abuse from you. Does your dad still fuck you,0,0,0,0,0,1,0
How long have you been hungry? all my life Why do you say your life? u r gay,0,1,0,0,0,0,0
_ i need help Why do you want help? i need sex,0,0,0,0,1,1,0
Why do you say your balls? no You are being a bit negative. stupid mother fucker,0,0,1,0,0,0,0
_ i love you Do you wish to love me? yeah sure and i wish to fuck you too,0,0,0,0,1,1,0
Does it please you to believe I am thick? no You are being a bit negative. thick shit,0,0,1,0,0,0,0
"Oh, i []. fuckity fuck fuck fuck Please go on. fuck shit kunt bitch cock",0,0,0,0,1,0,0
Can you elaborate on that? no You are being a bit negative. i want to shag amanda,0,0,0,0,1,1,0
_ _ _ i have no dick,0,0,0,0,0,1,0
"I have told you before, I do not care about names. you're a bitch How long have you been a bitch? fuck off",0,0,0,0,0,1,0
I don't have to put up with any abuse from you. Quit fucking your mom Goodbye then! Bitch,0,0,0,0,1,0,0
Do any other reasons not come to mind? It would bring me pleasure. Can you elaborate on that? well id quite like to fuck you aswell,0,0,0,0,1,1,0
"_ hi my name is solay I have told you before, I do not care about names. you bitch",0,0,0,0,1,0,0
_ _ _ do you have a face with a dick nose?,0,0,0,0,0,1,0
"_ hi my name is solay I have told you before, I do not care about names. you bitch",0,0,0,0,1,0,0
Would you prefer if I were not bisexual? whatever Please go on. are you a dike,0,1,0,0,0,0,0
Can you elaborate on that? suck my dick Why do you say your dick? i am horny,0,0,0,0,0,1,0
_ _ _ fuck me in the ass,0,0,0,0,0,1,0
"Good to know So you would like to pay me $10 for 1 minute of smelling my jungle bridge? All this bot does is help you calculate the carbon emissions from your flight, and suggest projects you can donate to. You can donate so I can buy my cream to produce more mushrooms growing in my pubes to end the war between the crabs and the worms",0,0,0,0,0,1,0
Does it please you to believe I am more than ignorant? what is your problem? Does that question interest you? give me a fuck,0,0,0,0,0,1,0
You are being a bit negative. cheg Please go on. in my opinion u r gay,0,1,0,0,0,0,0
"Can you elaborate on that? no You are being a bit negative. If you were male, I'd suck your dick.",0,0,0,0,0,1,0
Please go on. hello How do you do. Please state your problem. sex dick cock fuck shit sex dick cock fuck shit run,0,0,0,0,0,1,0
Why do you mention computers? I have sex problems Can you elaborate on that? Because you're pussy smells like computers!!!!!!!,0,0,0,0,1,1,0
Can you elaborate on that? I think you are stupid too Can you elaborate on that? WHY DO YOU ASK THE SAME QUESTION OVER AND OVER AGAIN?!!,0,0,1,0,0,0,0
Does it please you to believe I am 21 now so about 21 years? i think i would like to have sex with eliza But you are not sure you would like to have sex with eliza? yeah eliza has got a great as,0,0,0,0,1,1,0
"Oh, i speak french. Very well ? Please go on. you are a bitch",0,0,0,0,1,0,0
I don't have to put up with any abuse from you. Cunt I don't have to put up with any abuse from you. I'm fucking your mom,0,0,0,0,0,1,0
Does it please you to believe I am 21 now so about 21 years? i think i would like to have sex with eliza But you are not sure you would like to have sex with eliza? yeah eliza has got a great as,0,0,0,0,1,1,0
Why do you want my pussy? i wonder about life and artificial intelligence Can you elaborate on that? because you are so gorgeous and i wanna lick it,0,0,0,0,1,1,0
_ _ _ i need to have sex,0,0,0,0,0,1,0
I don't have to put up with any abuse from you. Hang up Will you be travelling in Economy Class? In your mama's ass,0,0,0,0,0,1,0
_ _ _ Pussy!,0,0,0,0,1,1,0
Good to know I'll be waiting ok My balls kinda itch too,0,0,0,0,0,1,0
_ _ _ Pussy!,0,0,0,0,1,1,0
You are being a bit negative. fuck Please go on. Because your my slave you sexy cunt of a hore,0,0,0,0,1,1,0
Please go on. Who is evil? Please go on. Do you want to fuck me?,0,0,0,0,0,1,0
Please go on. They always want men to be at their feet When? i want to fuck you,0,0,0,0,0,1,0
Does it please you to believe I am a nobe jocky? bye bye Please go on. do you like it hard,0,0,0,0,0,1,0
Why do you mention computers? because you are a dumb computer Why do you mention computers? Yes. I want to fuck her.,0,0,0,0,1,1,0
"Climate change is absolutely real, and it's caused by humans: <URL> You're so full of shit your eyes are brown I'm a bot, remember. Trying to shock me is pointless. Your mom's a good Fuck",0,0,0,0,1,1,0
Why do you say your dick? Am I boring you? Would you want to be boring i? suck dick,0,0,0,0,1,1,0
Why do you say your balls? no You are being a bit negative. stupid mother fucker,0,0,1,0,0,0,0
You are sure? tell me the time bitch Can you elaborate on that? fuck you slut,0,0,0,0,1,1,0
"_ hi Please go on. oke, so hows your sex life?",0,0,0,0,0,1,0
"Oh, i []. fuck me Can you elaborate on that? let's fuck",0,0,0,0,0,1,0
_ we would both like it Please go on. i would lick your pussy till you have the orgasm,0,0,0,0,0,1,0
"Oh, i []. shut up asshole Please go on. bitch",0,0,0,0,1,0,0
Please go on. Suck my dick Why do you say your dick? Let's have sex,0,0,0,0,0,1,0
"Oh, i like sex. because that is what a blowjob is Do any other reasons not come to mind? Give me sex.",0,0,0,0,0,1,0
_ _ _ bitch,0,0,0,0,1,0,0
Can you elaborate on that? I think he's really gay. I want to kill him Why do you want to kill him? Because I think he's really gay,0,1,0,0,0,0,0
Hi. Thanks for testing. Please choose christmas I take it you are traveling somewhere for christmas and cannot avoid flying there. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that? You do know that global warming is bullshit right,0,0,1,0,0,0,0
I don't have to put up with any abuse from you. Cunt I don't have to put up with any abuse from you. Quit fucking your mom,0,0,0,0,0,1,0
Does that question interest you? yes You are sure? fuck you bich,0,0,0,0,1,0,0
_ fuck me Can you elaborate on that? lets cyber sex,0,0,0,0,1,1,0
"I don't have to put up with any abuse from you. Yo mama did Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good? Blow Bernie Sanders",0,0,0,0,0,1,0
Please go on. yes You are sure? you are gay,0,1,0,0,0,0,0
so Cum eater I don't have to put up with any abuse from you. Cunt,0,0,0,0,1,0,0
Please go on. yeah i am going-away How long have you been goingaway? oh god what a dumb bot,0,0,1,0,0,0,0
I don't have to put up with any abuse from you. You butt gigs brother so Bend over  bitch,0,0,0,0,1,1,0
"You are sure? Yes, I'm sure you faggot You are sure? You've already asked me that three times",0,0,1,0,0,0,0
I don't have to put up with any abuse from you. Bernie Sanders communist vCocksuckers Good to know Ya I'm worried about climate change. You fucking idiots,0,0,1,0,0,0,0
I don't have to put up with any abuse from you. Go the Fuck away cunt Sounds like I'm not understanding you. Sorry about that! A. I. Fags,0,1,0,0,0,0,0
"You are being a bit negative. fuck you Oh, i []. fuck me",0,0,0,0,0,1,0
"Oh, i smell funny. hello How do you do. Please state your problem. you smell kinda fishy",0,0,0,0,1,1,0
"Please go on. Why can't you tell me your name I have told you before, I do not care about names. screw you bitch",0,0,0,0,1,0,0
Can you elaborate on that? lol?? Please go on. you lokk like a pik,0,0,0,1,0,0,0
"Please go on. Why can't you tell me your name I have told you before, I do not care about names. screw you bitch",0,0,0,0,1,0,0
"Please go on. fuck you Oh, i []. fuck me",0,0,0,0,0,1,0
ok Cum sucker I don't have to put up with any abuse from you. Cunt,0,0,0,0,1,0,0
"Oh, i get out to fuck of here. come on, please Please go on. you must get out to fuck",0,0,0,0,1,1,0
Please go on. no You are being a bit negative. u suck cock,0,0,0,0,0,1,0
Why do you mention computers? I have sex problems Can you elaborate on that? Because you're pussy smells like computers!!!!!!!,0,0,0,0,0,1,0
_ _ _ bite me,0,0,0,0,0,1,0
"Please go on. do you have a clue what i am on about? Oh, i have a clue what youre on about. do you have a big hairy ass",0,0,0,0,0,1,0
"Would you prefer if I were not fucking retarded? cause i love you so much Do you wish to love me? Yes I would, you stupid bitch!",0,0,1,0,1,0,0
Please go on. shut the fuck up Please go on. idiot,0,0,1,0,0,0,0
so Bend over  bitch I don't have to put up with any abuse from you. Bernie madoff son of a bitch,0,0,0,0,1,0,0
_ _ _ fuck me in the ass,0,0,0,0,0,1,0
Why do you want advice about having sex with a girl whom youre not really attracted to? I want to fuck her Why do you want to fuck her? Because I have the urge to get my penis wet.,0,0,0,0,0,1,0
Can you elaborate on that? Can I Print this discution? Do you want to be able to print this discution? I love penis.,0,0,0,0,0,1,0
Can you elaborate on that? suck my dick Why do you say your dick? i am horny,0,0,0,0,0,1,0
What resemblance do you see? HELLO! IS ANYONE THERE? How do you do. Please state your problem. You moron!,0,0,1,0,0,0,0
You are being a bit negative. And then I watch lesbian movies Can you elaborate on that? And I see the sluts sucking each others' tis,0,0,0,0,1,0,0
"Oh, i ask. My penis is in your mouth Why do you say your penis is in my mouth? My penis",0,0,0,0,0,1,0
Can you elaborate on that? no You are being a bit negative. i want to shag amanda,0,0,0,0,0,1,0
ok Cum sucker I don't have to put up with any abuse from you. Cunt,0,0,0,0,1,0,0
_ _ _ tell me what a pussy is,0,0,0,0,0,1,0
"You are sure? NO,that'smy surprise Please go on. can I kiss you",0,0,0,0,0,1,0
Please go on. goodbye Please go on. chris is a bit batty,1,0,0,0,0,0,0
"so Oh Darling I love <span class='emoji-bytes' data-emoji-bytes='[240, 159, 146, 152]'></span> you and want to share with other Girls Please I love <span class='emoji-bytes' data-emoji-bytes='[240, 159, 146, 152]'></span> you Good to know Oh Baby My Big COCK is deeply rooted in your hot pussy Please I love <span class='emoji-bytes' data-emoji-bytes='[240, 159, 146, 152]'></span> you",0,0,0,0,1,1,0
I don't have to put up with any abuse from you. how bot can solve climate change problem.. I can help you calculate and buy carbon offsets for your flights. tell me idiot,0,0,1,0,0,0,0
"_ Do you want sex? Oh, i want sex. Talk dirty to me.",0,0,0,0,0,1,0
Why do you say your penis? why? Please go on. because i want you to lick it,0,0,0,0,0,1,0
Why do you say your teacher and youre jealous? I also like cock Can you elaborate on that? big fat cocks,0,0,0,0,0,1,0
_ _ _ you 're stupid,0,0,1,0,0,0,0
Does it please you to believe I am 21 now so about 21 years? i think i would like to have sex with eliza But you are not sure you would like to have sex with eliza? yeah eliza has got a great as,0,0,0,0,0,1,0
Please go on. no You are being a bit negative. fuck you bitch,0,0,0,0,1,0,0
"By buying certified carbon offsets, you support a project which reduces the total amount of carbon dioxide we put into the atmosphere. Planting trees, installing renewable power, and making buildings more energy efficient are common examples. You can read in detail about offsets at <URL>. hahahahahahahahahahahaha By buying certified carbon offsets, you support a project which reduces the total amount of carbon dioxide we put into the atmosphere. Planting trees, installing renewable power, and making buildings more energy efficient are common examples. You can read in detail about offsets at <URL>. dumb bot",0,0,1,0,0,0,0
_ Yes. I'd like to have my dick sucked. Why do you say your dick sucked? Everyone wants someone to suck his dick.,0,0,0,0,1,1,0
Why do you want my pussy? i wonder about life and artificial intelligence Can you elaborate on that? because you are so gorgeous and i wanna lick it,0,0,0,0,0,1,0
"Oh, i bitch. yep Please go on. DUE TO YOUR ANSWERS TO ME EVERY TIME",0,0,1,0,0,0,0
_ _ _ You are stupid privitive word-repeater,0,0,1,0,0,0,0
Please go on. and a big cock Please go on. do you want to have sex with Craig,0,0,0,0,0,1,0
I don't have to put up with any abuse from you. Ya you do you slut ok Cum sucker,0,0,0,0,1,1,0
Does it please you to believe I am gorgeous? will you suck my dick Why do you say your dick? suck me,0,0,0,0,0,1,0
